Company_ID,Industry_Niche,Current_Gateway,Monthly_Volume_USD,Effective_Monthly_Fee_Lost_USD,Projected_24M_LTV_USD,Probability_to_Convert,Optimized_Target_CAC_USD,GTM_Target_Priority
IND-1925,IT Service Agency,Payoneer,21338.02,612.19,4621.82,0.7969,1104.94,High Propensity (>75%)
IND-1926,IT Service Agency,Payoneer,24185.87,584.1,5238.66,0.1393,218.92,Low Propensity (<40%)
IND-1927,SaaS Startup,PayPal,22015.08,876.49,4768.47,0.7872,1126.12,High Propensity (>75%)
IND-1928,Freelance Developer,PayPal,6032.79,264.09,1306.7,0.1043,40.89,Low Propensity (<40%)
IND-1929,IT Service Agency,Payoneer,22549.49,638.34,4884.22,0.7725,1131.92,High Propensity (>75%)
IND-1930,IT Service Agency,Traditional Bank,31171.83,1261.08,6751.82,0.7887,1597.55,High Propensity (>75%)
IND-1931,Freelance Developer,Traditional Bank,3787.83,171.14,820.44,0.1208,29.73,Low Propensity (<40%)
IND-1932,D2C E-commerce,Traditional Bank,12566.62,462.57,2721.93,0.8121,663.14,High Propensity (>75%)
IND-1933,SaaS Startup,Stripe,25661.59,535.28,5558.3,0.1329,221.61,Low Propensity (<40%)
IND-1934,IT Service Agency,Traditional Bank,42065.05,1130.35,9111.29,0.7689,2101.7,High Propensity (>75%)
IND-1935,IT Service Agency,Payoneer,34808.78,584.79,7539.58,0.1395,315.53,Low Propensity (<40%)
IND-1936,IT Service Agency,PayPal,29540.38,1287.83,6398.45,0.8075,1550.02,High Propensity (>75%)
IND-1937,D2C E-commerce,Traditional Bank,8251.75,221.88,1787.33,0.0853,45.74,Low Propensity (<40%)
IND-1938,IT Service Agency,Traditional Bank,49201.85,1481.69,10657.12,0.828,2647.23,High Propensity (>75%)
IND-1939,SaaS Startup,Traditional Bank,23552.68,1068.97,5101.51,0.8082,1236.91,High Propensity (>75%)
IND-1940,IT Service Agency,PayPal,27933.31,860.26,6050.35,0.7754,1407.43,High Propensity (>75%)
IND-1941,SaaS Startup,Traditional Bank,24317.6,794.28,5267.19,0.7645,1208.03,High Propensity (>75%)
IND-1942,Freelance Developer,Traditional Bank,4859.55,195.73,1052.58,0.109,34.42,Low Propensity (<40%)
IND-1943,Freelance Developer,Payoneer,4425.78,107.19,958.62,0.1431,41.15,Low Propensity (<40%)
IND-1944,IT Service Agency,Stripe,39352.12,919.12,8523.67,0.1895,484.57,Low Propensity (<40%)
IND-1945,IT Service Agency,Traditional Bank,27585.02,1062.29,5974.92,0.7652,1371.6,High Propensity (>75%)
IND-1946,IT Service Agency,Traditional Bank,31562.43,1223.32,6836.42,0.7874,1614.9,High Propensity (>75%)
IND-1947,D2C E-commerce,Traditional Bank,15607.31,688.66,3380.54,0.8172,828.77,High Propensity (>75%)
IND-1948,Freelance Developer,PayPal,4001.1,153.7,866.64,0.1282,33.33,Low Propensity (<40%)
IND-1949,SaaS Startup,Payoneer,24014.51,588.5,5201.54,0.1554,242.5,Low Propensity (<40%)
IND-1950,Freelance Developer,Traditional Bank,8738.13,424.49,1892.68,0.1104,62.68,Low Propensity (<40%)
IND-1951,Freelance Developer,Traditional Bank,3491.4,126.01,756.24,0.1249,28.34,Low Propensity (<40%)
IND-1952,IT Service Agency,Payoneer,18348.75,390.63,3974.34,0.0939,111.96,Low Propensity (<40%)
IND-1953,D2C E-commerce,PayPal,4991.3,152.97,1081.12,0.097,31.46,Low Propensity (<40%)
IND-1954,SaaS Startup,Traditional Bank,19097.19,789.56,4136.45,0.7996,992.25,High Propensity (>75%)
IND-1955,IT Service Agency,PayPal,28368.35,874.55,6144.58,0.7802,1438.2,High Propensity (>75%)
IND-1956,SaaS Startup,Traditional Bank,21247.16,813.67,4602.13,0.7847,1083.39,High Propensity (>75%)
IND-1957,IT Service Agency,Traditional Bank,36325.98,1684.13,7868.21,0.7947,1875.86,High Propensity (>75%)
IND-1958,IT Service Agency,Payoneer,18967.83,454.85,4108.43,0.1594,196.46,Low Propensity (<40%)
IND-1959,Freelance Developer,Payoneer,1370.23,26.41,296.79,0.1188,10.58,Low Propensity (<40%)
IND-1960,IT Service Agency,PayPal,37959.33,1638.28,8221.99,0.7974,1966.86,High Propensity (>75%)
IND-1961,Freelance Developer,Stripe,5270.86,94.77,1141.67,0.0347,11.89,Low Propensity (<40%)
IND-1962,IT Service Agency,PayPal,30741.82,1278.48,6658.68,0.7914,1580.9,High Propensity (>75%)
IND-1963,IT Service Agency,Payoneer,18428.56,456.26,3991.63,0.1905,228.12,Low Propensity (<40%)
IND-1964,IT Service Agency,PayPal,39713.91,1297.34,8602.03,0.7866,2029.91,High Propensity (>75%)
IND-1965,IT Service Agency,Payoneer,47719.0,1416.37,10335.94,0.8091,2508.84,High Propensity (>75%)
IND-1966,Freelance Developer,Stripe,5555.96,95.9,1203.42,0.0372,13.43,Low Propensity (<40%)
IND-1967,IT Service Agency,Traditional Bank,26525.26,1356.37,5745.37,0.7822,1348.21,High Propensity (>75%)
IND-1968,SaaS Startup,Stripe,20267.31,310.17,4389.9,0.0622,81.92,Low Propensity (<40%)
IND-1969,SaaS Startup,Payoneer,11803.32,225.99,2556.6,0.0605,46.4,Low Propensity (<40%)
IND-1970,Freelance Developer,Payoneer,7115.92,131.83,1541.31,0.0705,32.6,Low Propensity (<40%)
IND-1971,D2C E-commerce,Traditional Bank,15409.22,399.88,3337.64,0.7104,711.32,Medium Propensity (40-75%)
IND-1972,Freelance Developer,Payoneer,1463.69,39.1,317.04,0.068,6.47,Low Propensity (<40%)
IND-1973,IT Service Agency,Payoneer,31993.26,828.44,6929.74,0.7359,1529.88,Medium Propensity (40-75%)
IND-1974,IT Service Agency,Traditional Bank,39633.02,1850.8,8584.51,0.7794,2007.23,High Propensity (>75%)
IND-1975,IT Service Agency,Stripe,31669.52,567.97,6859.62,0.1112,228.84,Low Propensity (<40%)
IND-1976,SaaS Startup,Traditional Bank,18344.63,672.05,3973.45,0.8026,956.73,High Propensity (>75%)
IND-1977,IT Service Agency,Traditional Bank,22755.98,977.34,4928.95,0.7914,1170.23,High Propensity (>75%)
IND-1978,SaaS Startup,PayPal,23399.25,875.23,5068.28,0.7852,1193.88,High Propensity (>75%)
IND-1979,SaaS Startup,PayPal,16109.18,675.79,3489.25,0.8079,845.69,High Propensity (>75%)
IND-1980,IT Service Agency,PayPal,13435.55,539.01,2910.14,0.7937,692.93,High Propensity (>75%)
IND-1981,Freelance Developer,Traditional Bank,4257.49,122.12,922.17,0.0993,27.47,Low Propensity (<40%)
IND-1982,IT Service Agency,Stripe,44811.5,1047.68,9706.17,0.1608,468.22,Low Propensity (<40%)
IND-1983,IT Service Agency,Traditional Bank,31130.71,1370.85,6742.91,0.7801,1578.04,High Propensity (>75%)
IND-1984,Freelance Developer,Traditional Bank,8475.97,362.56,1835.9,0.1165,64.16,Low Propensity (<40%)
IND-1985,SaaS Startup,Traditional Bank,22573.81,666.39,4889.49,0.7751,1136.95,High Propensity (>75%)
IND-1986,Freelance Developer,PayPal,5677.52,196.96,1229.75,0.117,43.16,Low Propensity (<40%)
IND-1987,SaaS Startup,Stripe,19229.61,370.32,4165.13,0.0628,78.47,Low Propensity (<40%)
IND-1988,IT Service Agency,PayPal,34317.14,1192.76,7433.09,0.789,1759.41,High Propensity (>75%)
IND-1989,Freelance Developer,Payoneer,4473.15,83.32,968.88,0.0346,10.06,Low Propensity (<40%)
IND-1990,Freelance Developer,Traditional Bank,4395.46,204.29,952.06,0.1144,32.68,Low Propensity (<40%)
IND-1991,Freelance Developer,PayPal,6061.73,246.1,1312.97,0.1051,41.4,Low Propensity (<40%)
IND-1992,IT Service Agency,PayPal,25641.69,990.75,5553.99,0.7913,1318.46,High Propensity (>75%)
IND-1993,SaaS Startup,PayPal,13544.64,463.85,2933.77,0.8156,717.83,High Propensity (>75%)
IND-1994,IT Service Agency,Traditional Bank,23768.05,1153.79,5148.16,0.8072,1246.68,High Propensity (>75%)
IND-1995,IT Service Agency,PayPal,55456.55,1862.9,12011.89,0.7902,2847.54,High Propensity (>75%)
IND-1996,D2C E-commerce,PayPal,17651.71,767.22,3823.36,0.8073,925.98,High Propensity (>75%)
IND-1997,IT Service Agency,Payoneer,38044.92,1135.25,8240.53,0.7902,1953.5,High Propensity (>75%)
IND-1998,D2C E-commerce,PayPal,9712.43,408.8,2103.71,0.1269,80.09,Low Propensity (<40%)
IND-1999,SaaS Startup,Traditional Bank,23740.05,1200.06,5142.09,0.7924,1222.38,High Propensity (>75%)
IND-2000,IT Service Agency,PayPal,33834.29,1368.29,7328.51,0.7912,1739.5,High Propensity (>75%)
IND-2001,SaaS Startup,Traditional Bank,21285.01,658.02,4610.33,0.7907,1093.62,High Propensity (>75%)
IND-2002,Freelance Developer,Payoneer,3046.76,56.49,659.93,0.0439,8.69,Low Propensity (<40%)
IND-2003,Freelance Developer,PayPal,5320.54,188.25,1152.43,0.1212,41.9,Low Propensity (<40%)
IND-2004,Freelance Developer,Traditional Bank,4152.33,105.36,899.39,0.1525,41.15,Low Propensity (<40%)
IND-2005,Freelance Developer,Stripe,3468.78,76.45,751.34,0.0544,12.26,Low Propensity (<40%)
IND-2006,Freelance Developer,PayPal,6468.21,224.94,1401.01,0.1302,54.72,Low Propensity (<40%)
IND-2007,Freelance Developer,Traditional Bank,1924.58,89.85,416.86,0.0636,7.95,Low Propensity (<40%)
IND-2008,IT Service Agency,PayPal,40647.76,1462.59,8804.3,0.7973,2105.9,High Propensity (>75%)
IND-2009,SaaS Startup,Traditional Bank,24106.92,902.61,5221.56,0.7935,1242.99,High Propensity (>75%)
IND-2010,IT Service Agency,Payoneer,26203.56,794.73,5675.69,0.7616,1296.78,High Propensity (>75%)
IND-2011,D2C E-commerce,Payoneer,10898.36,209.25,2360.58,0.0605,42.85,Low Propensity (<40%)
IND-2012,D2C E-commerce,Stripe,13884.87,313.72,3007.46,0.1211,109.26,Low Propensity (<40%)
IND-2013,IT Service Agency,PayPal,37820.36,1597.4,8191.89,0.7962,1956.71,High Propensity (>75%)
IND-2014,Freelance Developer,PayPal,4694.29,163.24,1016.78,0.0971,29.62,Low Propensity (<40%)
IND-2015,D2C E-commerce,Payoneer,17167.81,392.09,3718.55,0.1168,130.3,Low Propensity (<40%)
IND-2016,IT Service Agency,Traditional Bank,52629.8,1778.47,11399.61,0.8162,2791.31,High Propensity (>75%)
IND-2017,SaaS Startup,PayPal,16953.7,718.37,3672.17,0.8091,891.34,High Propensity (>75%)
IND-2018,D2C E-commerce,PayPal,6424.1,258.41,1391.46,0.1089,45.46,Low Propensity (<40%)
IND-2019,IT Service Agency,Traditional Bank,43259.24,1641.05,9369.95,0.7961,2237.83,High Propensity (>75%)
IND-2020,Freelance Developer,PayPal,8366.63,357.22,1812.21,0.1381,75.08,Low Propensity (<40%)
IND-2021,IT Service Agency,Payoneer,38927.68,727.34,8431.74,0.0978,247.39,Low Propensity (<40%)
IND-2022,D2C E-commerce,Payoneer,9561.26,258.71,2070.97,0.0795,49.39,Low Propensity (<40%)
IND-2023,D2C E-commerce,Traditional Bank,14380.54,685.97,3114.82,0.8166,763.07,High Propensity (>75%)
IND-2024,D2C E-commerce,Traditional Bank,9407.38,452.14,2037.64,0.2099,128.31,Low Propensity (<40%)
IND-2025,SaaS Startup,Traditional Bank,23857.13,1085.37,5167.45,0.8069,1250.89,High Propensity (>75%)
IND-2026,Freelance Developer,Payoneer,2297.42,49.86,497.62,0.2436,36.37,Low Propensity (<40%)
IND-2027,Freelance Developer,Traditional Bank,4399.74,223.03,952.98,0.1335,38.17,Low Propensity (<40%)
IND-2028,IT Service Agency,Payoneer,24956.62,531.75,5405.6,0.1364,221.2,Low Propensity (<40%)
IND-2029,Freelance Developer,Traditional Bank,5253.65,222.66,1137.94,0.1147,39.16,Low Propensity (<40%)
IND-2030,IT Service Agency,PayPal,31336.58,1042.84,6787.5,0.7859,1600.29,High Propensity (>75%)
IND-2031,SaaS Startup,Traditional Bank,21060.57,1064.6,4561.72,0.8081,1105.9,High Propensity (>75%)
IND-2032,IT Service Agency,Payoneer,35223.51,921.18,7629.41,0.777,1778.42,High Propensity (>75%)
IND-2033,IT Service Agency,Traditional Bank,25133.41,1133.68,5443.9,0.8043,1313.56,High Propensity (>75%)
IND-2034,IT Service Agency,PayPal,41268.77,1302.18,8938.82,0.7855,2106.43,High Propensity (>75%)
IND-2035,Freelance Developer,Traditional Bank,4902.47,221.31,1061.88,0.1156,36.82,Low Propensity (<40%)
IND-2036,IT Service Agency,Payoneer,25114.71,693.77,5439.85,0.7637,1246.32,High Propensity (>75%)
IND-2037,Freelance Developer,Payoneer,9481.85,241.43,2053.77,0.0806,49.66,Low Propensity (<40%)
IND-2038,IT Service Agency,Traditional Bank,39764.3,1318.61,8612.95,0.7873,2034.29,High Propensity (>75%)
IND-2039,IT Service Agency,Payoneer,33467.39,770.66,7249.04,0.0934,203.12,Low Propensity (<40%)
IND-2040,SaaS Startup,PayPal,28491.23,921.61,6171.2,0.7923,1466.83,High Propensity (>75%)
IND-2041,Freelance Developer,Traditional Bank,8683.63,328.07,1880.87,0.1712,96.6,Low Propensity (<40%)
IND-2042,IT Service Agency,PayPal,33546.51,1160.27,7266.17,0.7869,1715.32,High Propensity (>75%)
IND-2043,Freelance Developer,Traditional Bank,5694.79,195.87,1233.49,0.1361,50.36,Low Propensity (<40%)
IND-2044,Freelance Developer,Payoneer,3023.99,53.93,655.0,0.0626,12.3,Low Propensity (<40%)
IND-2045,Freelance Developer,Payoneer,4705.61,88.87,1019.24,0.0344,10.52,Low Propensity (<40%)
IND-2046,IT Service Agency,Traditional Bank,33009.37,917.74,7149.83,0.7929,1700.73,High Propensity (>75%)
IND-2047,IT Service Agency,PayPal,36848.27,1646.33,7981.34,0.7974,1909.3,High Propensity (>75%)
IND-2048,Freelance Developer,Payoneer,5665.52,133.74,1227.15,0.0941,34.64,Low Propensity (<40%)
IND-2049,IT Service Agency,Stripe,40598.28,780.61,8793.59,0.1028,271.19,Low Propensity (<40%)
IND-2050,Freelance Developer,PayPal,5475.29,215.0,1185.95,0.1259,44.79,Low Propensity (<40%)
IND-2051,SaaS Startup,Stripe,12735.54,275.17,2758.52,0.1021,84.49,Low Propensity (<40%)
IND-2052,D2C E-commerce,PayPal,10307.66,464.86,2232.64,0.795,532.48,High Propensity (>75%)
IND-2053,Freelance Developer,Traditional Bank,3907.18,117.13,846.3,0.0993,25.21,Low Propensity (<40%)
IND-2054,D2C E-commerce,Payoneer,13588.8,268.12,2943.33,0.074,65.34,Low Propensity (<40%)
IND-2055,IT Service Agency,PayPal,45507.74,2082.04,9856.98,0.7937,2347.05,High Propensity (>75%)
IND-2056,Freelance Developer,PayPal,2674.12,97.91,579.21,0.0681,11.83,Low Propensity (<40%)
IND-2057,SaaS Startup,PayPal,17855.51,545.18,3867.5,0.8116,941.66,High Propensity (>75%)
IND-2058,SaaS Startup,Payoneer,25718.06,448.74,5570.53,0.1182,197.53,Low Propensity (<40%)
IND-2059,Freelance Developer,Payoneer,4400.25,70.85,953.09,0.0474,13.55,Low Propensity (<40%)
IND-2060,Freelance Developer,PayPal,5920.83,270.41,1282.45,0.1051,40.44,Low Propensity (<40%)
IND-2061,D2C E-commerce,Traditional Bank,14302.29,464.1,3097.88,0.8049,748.04,High Propensity (>75%)
IND-2062,Freelance Developer,PayPal,5513.57,251.2,1194.24,0.11,39.41,Low Propensity (<40%)
IND-2063,SaaS Startup,PayPal,18629.16,854.82,4035.08,0.7987,966.85,High Propensity (>75%)
IND-2064,SaaS Startup,Traditional Bank,24002.39,979.34,5198.92,0.7905,1232.92,High Propensity (>75%)
IND-2065,Freelance Developer,Payoneer,1909.89,30.33,413.68,0.0677,8.4,Low Propensity (<40%)
IND-2066,IT Service Agency,PayPal,31366.88,1001.27,6794.07,0.7888,1607.75,High Propensity (>75%)
IND-2067,IT Service Agency,Traditional Bank,37965.73,1440.59,8223.38,0.7915,1952.64,High Propensity (>75%)
IND-2068,IT Service Agency,Traditional Bank,40336.95,1462.5,8736.98,0.7982,2092.16,High Propensity (>75%)
IND-2069,IT Service Agency,Traditional Bank,49929.53,2031.78,10814.74,0.8129,2637.39,High Propensity (>75%)
IND-2070,IT Service Agency,Stripe,31089.75,622.03,6734.04,0.1235,249.49,Low Propensity (<40%)
IND-2071,IT Service Agency,Traditional Bank,49794.82,2462.88,10785.56,0.824,2666.19,High Propensity (>75%)
IND-2072,IT Service Agency,Traditional Bank,28409.76,1126.27,6153.55,0.7929,1463.74,High Propensity (>75%)
IND-2073,IT Service Agency,PayPal,48286.46,1969.55,10458.85,0.7924,2486.28,High Propensity (>75%)
IND-2074,D2C E-commerce,Traditional Bank,19087.34,921.59,4134.32,0.8125,1007.74,High Propensity (>75%)
IND-2075,SaaS Startup,Traditional Bank,14519.25,426.06,3144.87,0.6888,649.86,Medium Propensity (40-75%)
IND-2076,IT Service Agency,Traditional Bank,38070.39,1183.74,8246.05,0.7862,1944.91,High Propensity (>75%)
IND-2077,Freelance Developer,PayPal,4897.53,157.79,1060.8,0.0974,31.0,Low Propensity (<40%)
IND-2078,IT Service Agency,PayPal,41255.85,1372.23,8936.02,0.797,2136.6,High Propensity (>75%)
IND-2079,D2C E-commerce,Traditional Bank,13883.64,530.18,3007.2,0.792,714.51,High Propensity (>75%)
IND-2080,Freelance Developer,PayPal,4385.51,156.13,949.9,0.1259,35.88,Low Propensity (<40%)
IND-2081,IT Service Agency,Stripe,48690.95,957.77,10546.46,0.1567,495.79,Low Propensity (<40%)
IND-2082,SaaS Startup,Traditional Bank,19407.67,987.1,4203.7,0.8069,1017.59,High Propensity (>75%)
IND-2083,Freelance Developer,Traditional Bank,6652.84,194.74,1441.01,0.0918,39.68,Low Propensity (<40%)
IND-2084,D2C E-commerce,Traditional Bank,13873.24,547.05,3004.94,0.792,713.97,High Propensity (>75%)
IND-2085,SaaS Startup,PayPal,29999.98,964.43,6498.0,0.7886,1537.3,High Propensity (>75%)
IND-2086,Freelance Developer,Payoneer,3643.33,74.44,789.15,0.0417,9.87,Low Propensity (<40%)
IND-2087,IT Service Agency,Traditional Bank,28858.56,1131.5,6250.76,0.7941,1489.12,High Propensity (>75%)
IND-2088,D2C E-commerce,Payoneer,22622.59,683.57,4900.05,0.7768,1141.91,High Propensity (>75%)
IND-2089,IT Service Agency,Traditional Bank,30550.54,1088.88,6617.25,0.7844,1557.17,High Propensity (>75%)
IND-2090,D2C E-commerce,PayPal,23005.37,730.57,4982.96,0.7562,1130.43,High Propensity (>75%)
IND-2091,Freelance Developer,Payoneer,6783.68,146.81,1469.35,0.0957,42.19,Low Propensity (<40%)
IND-2092,Freelance Developer,Traditional Bank,4690.7,136.92,1016.01,0.099,30.17,Low Propensity (<40%)
IND-2093,SaaS Startup,PayPal,9120.24,310.41,1975.44,0.2339,138.62,Low Propensity (<40%)
IND-2094,IT Service Agency,Traditional Bank,34806.82,1454.03,7539.16,0.8019,1813.7,High Propensity (>75%)
IND-2095,IT Service Agency,Payoneer,36016.3,592.12,7801.13,0.163,381.47,Low Propensity (<40%)
IND-2096,IT Service Agency,Traditional Bank,46672.18,1747.4,10109.19,0.7992,2423.78,High Propensity (>75%)
IND-2097,IT Service Agency,Payoneer,50884.47,1262.83,11021.58,0.4018,1328.54,Medium Propensity (40-75%)
IND-2098,Freelance Developer,Traditional Bank,3630.03,130.92,786.26,0.1337,31.54,Low Propensity (<40%)
IND-2099,IT Service Agency,Payoneer,43011.82,669.41,9316.36,0.1967,549.76,Low Propensity (<40%)
IND-2100,IT Service Agency,Traditional Bank,42654.02,2167.03,9238.86,0.7409,2053.52,Medium Propensity (40-75%)
IND-2101,D2C E-commerce,Payoneer,20367.06,423.37,4411.51,0.1112,147.17,Low Propensity (<40%)
IND-2102,Freelance Developer,Traditional Bank,5997.38,272.49,1299.03,0.1051,40.96,Low Propensity (<40%)
IND-2103,D2C E-commerce,Stripe,5287.51,99.27,1145.27,0.0335,11.51,Low Propensity (<40%)
IND-2104,D2C E-commerce,Traditional Bank,14222.89,533.75,3080.68,0.7926,732.52,High Propensity (>75%)
IND-2105,IT Service Agency,Traditional Bank,23442.92,829.73,5077.74,0.7734,1178.14,High Propensity (>75%)
IND-2106,IT Service Agency,PayPal,32973.94,1181.67,7142.16,0.7846,1681.12,High Propensity (>75%)
IND-2107,Freelance Developer,Traditional Bank,6960.01,182.37,1507.54,0.0865,39.12,Low Propensity (<40%)
IND-2108,Freelance Developer,Traditional Bank,5610.3,196.35,1215.19,0.117,42.65,Low Propensity (<40%)
IND-2109,IT Service Agency,Stripe,46480.91,1132.99,10067.77,0.1785,539.13,Low Propensity (<40%)
IND-2110,Freelance Developer,Stripe,5683.51,127.86,1231.05,0.1017,37.56,Low Propensity (<40%)
IND-2111,IT Service Agency,Traditional Bank,22016.74,643.78,4768.83,0.7853,1123.49,High Propensity (>75%)
IND-2112,IT Service Agency,Stripe,9791.53,210.28,2120.85,0.079,50.26,Low Propensity (<40%)
IND-2113,SaaS Startup,PayPal,20892.85,920.82,4525.39,0.813,1103.74,High Propensity (>75%)
IND-2114,SaaS Startup,Traditional Bank,18716.44,807.8,4053.98,0.806,980.25,High Propensity (>75%)
IND-2115,SaaS Startup,Payoneer,14138.33,252.36,3062.36,0.074,67.98,Low Propensity (<40%)
IND-2116,IT Service Agency,PayPal,17993.73,790.52,3897.44,0.8102,947.31,High Propensity (>75%)
IND-2117,Freelance Developer,Stripe,3530.51,64.92,764.71,0.0425,9.75,Low Propensity (<40%)
IND-2118,IT Service Agency,Traditional Bank,33055.09,1230.92,7159.73,0.783,1681.82,High Propensity (>75%)
IND-2119,IT Service Agency,PayPal,41658.78,1601.72,9023.29,0.7935,2147.99,High Propensity (>75%)
IND-2120,Freelance Developer,Traditional Bank,5377.26,250.55,1164.71,0.1198,41.86,Low Propensity (<40%)
IND-2121,D2C E-commerce,Traditional Bank,23040.34,1136.04,4990.54,0.8065,1207.46,High Propensity (>75%)
IND-2122,Freelance Developer,Traditional Bank,2928.79,144.26,634.38,0.131,24.93,Low Propensity (<40%)
IND-2123,Freelance Developer,Stripe,6762.12,104.74,1464.68,0.09,39.55,Low Propensity (<40%)
IND-2124,Freelance Developer,Payoneer,5094.6,151.12,1103.49,0.0978,32.38,Low Propensity (<40%)
IND-2125,SaaS Startup,Payoneer,24168.01,392.54,5234.79,0.0628,98.62,Low Propensity (<40%)
IND-2126,IT Service Agency,PayPal,30634.85,1077.72,6635.51,0.7945,1581.57,High Propensity (>75%)
IND-2127,SaaS Startup,Traditional Bank,26430.08,1034.3,5724.76,0.7913,1359.0,High Propensity (>75%)
IND-2128,IT Service Agency,Traditional Bank,37952.25,1431.25,8220.46,0.7876,1942.33,High Propensity (>75%)
IND-2129,IT Service Agency,Traditional Bank,28205.55,1162.0,6109.32,0.795,1457.07,High Propensity (>75%)
IND-2130,Freelance Developer,Traditional Bank,4975.95,186.96,1077.79,0.1255,40.58,Low Propensity (<40%)
IND-2131,SaaS Startup,Payoneer,18562.66,548.18,4020.67,0.8129,980.52,High Propensity (>75%)
IND-2132,IT Service Agency,PayPal,39891.78,1364.53,8640.56,0.7892,2045.74,High Propensity (>75%)
IND-2133,IT Service Agency,Traditional Bank,23202.23,764.56,5025.6,0.7611,1147.49,High Propensity (>75%)
IND-2134,Freelance Developer,Traditional Bank,4941.3,243.8,1070.29,0.1251,40.17,Low Propensity (<40%)
IND-2135,IT Service Agency,Traditional Bank,38953.07,1070.11,8437.23,0.7943,2010.51,High Propensity (>75%)
IND-2136,Freelance Developer,PayPal,5066.05,203.38,1097.31,0.1162,38.25,Low Propensity (<40%)
IND-2137,SaaS Startup,Stripe,28081.65,626.85,6082.49,0.139,253.64,Low Propensity (<40%)
IND-2138,SaaS Startup,PayPal,24644.14,958.99,5337.92,0.7914,1267.33,High Propensity (>75%)
IND-2139,SaaS Startup,Payoneer,19955.12,517.03,4322.28,0.8177,1060.3,High Propensity (>75%)
IND-2140,Freelance Developer,PayPal,5433.38,183.84,1176.87,0.0862,30.44,Low Propensity (<40%)
IND-2141,IT Service Agency,Traditional Bank,37956.66,1791.09,8221.41,0.7848,1935.65,High Propensity (>75%)
IND-2142,Freelance Developer,Traditional Bank,5806.6,169.31,1257.71,0.0911,34.37,Low Propensity (<40%)
IND-2143,SaaS Startup,Payoneer,9046.05,195.55,1959.37,0.0759,44.62,Low Propensity (<40%)
IND-2144,IT Service Agency,Payoneer,31984.74,530.44,6927.89,0.1223,254.18,Low Propensity (<40%)
IND-2145,Freelance Developer,Traditional Bank,2031.12,81.71,439.94,0.0604,7.97,Low Propensity (<40%)
IND-2146,Freelance Developer,PayPal,7556.56,311.08,1636.75,0.1219,59.86,Low Propensity (<40%)
IND-2147,Freelance Developer,PayPal,4878.3,219.21,1056.64,0.1156,36.65,Low Propensity (<40%)
IND-2148,Freelance Developer,PayPal,4613.32,192.93,999.25,0.1104,33.1,Low Propensity (<40%)
IND-2149,Freelance Developer,Stripe,6793.59,142.52,1471.49,0.099,43.7,Low Propensity (<40%)
IND-2150,Freelance Developer,PayPal,5844.65,267.79,1265.95,0.1043,39.61,Low Propensity (<40%)
IND-2151,Freelance Developer,PayPal,2742.73,105.37,594.08,0.1458,25.99,Low Propensity (<40%)
IND-2152,Freelance Developer,Traditional Bank,4858.19,194.48,1052.28,0.1153,36.4,Low Propensity (<40%)
IND-2153,Freelance Developer,Traditional Bank,4329.67,175.01,937.81,0.1111,31.26,Low Propensity (<40%)
IND-2154,Freelance Developer,Traditional Bank,1510.93,54.62,327.27,0.0702,6.89,Low Propensity (<40%)
IND-2155,Freelance Developer,Traditional Bank,3619.45,172.37,783.97,0.1206,28.36,Low Propensity (<40%)
IND-2156,IT Service Agency,Payoneer,33164.6,611.79,7183.45,0.1124,242.23,Low Propensity (<40%)
IND-2157,Freelance Developer,Payoneer,4770.1,114.42,1033.2,0.0928,28.76,Low Propensity (<40%)
IND-2158,Freelance Developer,Traditional Bank,2035.54,89.48,440.9,0.0566,7.48,Low Propensity (<40%)
IND-2159,IT Service Agency,Payoneer,46516.66,1350.01,10075.51,0.7935,2398.48,High Propensity (>75%)
IND-2160,Freelance Developer,Traditional Bank,4795.79,228.14,1038.77,0.1217,37.93,Low Propensity (<40%)
IND-2161,IT Service Agency,Traditional Bank,35375.53,1369.46,7662.34,0.7728,1776.44,High Propensity (>75%)
IND-2162,IT Service Agency,Traditional Bank,39006.42,1635.64,8448.79,0.7982,2023.15,High Propensity (>75%)
IND-2163,Freelance Developer,Traditional Bank,3423.85,121.31,741.61,0.1196,26.61,Low Propensity (<40%)
IND-2164,IT Service Agency,Traditional Bank,39563.56,1482.55,8569.47,0.7953,2044.59,High Propensity (>75%)
IND-2165,Freelance Developer,PayPal,4265.85,190.29,923.98,0.1127,31.24,Low Propensity (<40%)
IND-2166,Freelance Developer,PayPal,3206.83,142.48,694.6,0.1199,24.98,Low Propensity (<40%)
IND-2167,SaaS Startup,Stripe,23440.68,575.92,5077.25,0.1338,203.8,Low Propensity (<40%)
IND-2168,IT Service Agency,Traditional Bank,49916.74,1455.02,10811.97,0.8275,2684.07,High Propensity (>75%)
IND-2169,IT Service Agency,Traditional Bank,42248.29,1995.76,9150.98,0.7879,2163.02,High Propensity (>75%)
IND-2170,Freelance Developer,Traditional Bank,6845.96,339.81,1482.83,0.116,51.6,Low Propensity (<40%)
IND-2171,D2C E-commerce,PayPal,12396.85,457.36,2685.16,0.8107,653.06,High Propensity (>75%)
IND-2172,Freelance Developer,Traditional Bank,1804.76,70.68,390.91,0.0672,7.88,Low Propensity (<40%)
IND-2173,IT Service Agency,Payoneer,49901.38,1359.28,10808.64,0.8016,2599.26,High Propensity (>75%)
IND-2174,Freelance Developer,PayPal,9109.03,361.27,1973.02,0.1911,113.11,Low Propensity (<40%)
